,Location ,Latitude ,NESS ID ,Longitude ,NWS ID ,Elevation ,Agency 
AFLA,,"° ' """,,"° ' """,,ft.,
UINT,Fort Duchesne Utah,"40° 17' 05""",5214A528,"109° 51' 42""",421415,4928 ft.,BIA
CSIM,Sims California,"41° 04' 30""",323AE1CA,"122° 22' 24""",040618,2400 ft.,USFS
AHAI,Haida Alaska,"55° 21' 01""",32471784,"132° 41' 54""",501044,1500 ft.,USFS
OLOC,Locks Oregon,"45° 40' 10""",6000026E,"121° 52' 54""",350605,128 ft.,S&amp;PF
CUTE,Ute Canyon Colorado,"37° 03' 39""",3236F320,"102° 37' 49""",056301,4372 ft.,USFS
CEEP,Eel Point California,"32° 55' 32""",9330B7F4,"118° 32' 31""",,81 ft.,DOD
CTRE,Trench 1 California,"38° 09' 41""",3250122E,"118° 54' 40""",,6800 ft.,BLM
CBB1,Burney Basin #1 California,"41° 10' 01""",,"121° 29' 37""",,3968 ft.,
CVND,Vandenberg California,"34° 45' 31""",3285A59A,"120° 29' 10""",045220,1050 ft.,USFS
CELM,El Mirage California,"34° 38' 04""",3259E4F6,"117° 33' 01""",,2880 ft.,BLM
ASHC,Shelter Cove Alaska,"55° 31' 54""",,"131° 20' 36""",,500 ft.,
FSUW,Suwannee Forestry Center Florida,"30° 11' 03""",,"82° 35' 40""",,203 ft.,
OOSA,Osage Oklahoma,"36° 40' 13""",32D7D2BC,"96° 20' 25""",340901,865 ft.,BIA
ASCA,San Carlos #1 Arizona,"33° 22' 18""",327C34B0,"110° 27' 25""",020608,2777 ft.,BIA
TSOU,Southern Rough Texas,"30° 32' 25""",FA634432,"94° 20' 28""",416101,100 ft.,NPS
CART,Cart Creek Utah,"40° 53' 05""",3241043C,"109° 24' 44""",420805,6900 ft.,USFS
MJET,Jette Montana,"47° 46' 01""",521043E0,"114° 14' 05""",241404,3600 ft.,BIA
XTAO,Taos New Mexico,"36° 24' 55""",5213D18C,"105° 33' 29""",290305,7050 ft.,BIA
ABEA,Bear Mtn. Alaska,"66° 03' 34""",1260C3EC,"142° 46' 10""",500732,1925 ft.,FWS
OCUN,Cunha Ranch Oregon,"45° 19' 00""",,"118° 16' 00""",,3080 ft.,
CLIN,Lincoln California,"38° 52' 57""",CA21922C,"121° 16' 06""",041907,200 ft.,S&amp;PF
FARM,Farmington (BAER) Utah,"40° 59' 03""",3288D06C,"111° 52' 10""",,4610 ft.,USFS
MSAG,Saginaw Minnesota,"46° 50' 37""",707102BC,"92° 27' 42""",210511,1330 ft.,S&amp;PF
NDES,Desatoya Mountain Nevada,"39° 18' 04""",325C6522,"117° 35' 04""",260503,6200 ft.,BLM
CLKL,Lower Klamath California,"41° 59' 57""",83747388,"121° 42' 01""",040310,4098 ft.,FWS
AASI,Asik Alaska,"67° 28' 30""",3961A40E,"162° 15' 59""",,1329 ft.,NPS
MCMD,Camdenton Missouri,"37° 58' 28""",5730062E,"92° 41' 24""",235202,1062 ft.,S&amp;PF
OGLD,Gold Beach Oregon,"42° 24' 58""",,"124° 25' 03""",,65 ft.,
MMVW,Mountain View Missouri,"36° 59' 29""",AAB64438,"91° 42' 37""",238802,1182 ft.,S&amp;PF
THAM,Hamblen Co HQ Tennessee,"36° 15' 26""",02601200,"83° 16' 38""",403301,1163 ft.,S&amp;PF
XCOS,Cosmic New Mexico,"32° 46' 44""",326FF13E,"105° 49' 10""",293004,9100 ft.,USFS
OECK,Elk Creek Oregon,"44° 45' 28""",323EB48C,"117° 58' 16""",352126,6576 ft.,USFS
MBEM,Bemidji Minnesota,"47° 30' 12""",707026AA,"94° 55' 41""",210901,1377 ft.,S&amp;PF
CGOR,Gordon California,"40° 45' 22""",333346CC,"120° 53' 32""",040730,6215 ft.,USFS
OMOO,Moon Hill Oregon,"42° 51' 35""",326543E2,"118° 40' 14""",353526,6100 ft.,BLM
MGLP,Gulfport AP (FRWS5) Mississippi,"30° 24' 43""",,"89° 04' 50""",,28 ft.,
CDEX,Dexter California,"37° 50' 20""",32429650,"118° 46' 18""",043711,7982 ft.,USFS
CCCD,Canon City (CCDBLMFTS1) Colorado,"38° 11' 13""",32788204,"105° 01' 16""",,5760 ft.,BLM
IJHN,Johnson Creek Idaho,"44° 45' 35""",,"116° 38' 23""",,6200 ft.,
ISKU,Skull Gulch Idaho,"45° 20' 12""",3241E91C,"114° 28' 05""",101311,5100 ft.,USFS
SWAL,Walterboro South Carolina,"32° 55' 26""",AAA1F21C,"80° 37' 50""",384601,99 ft.,S&amp;PF
TBRA,Brazoria NWR Texas,"29° 08' 30""",8370A0DA,"95° 17' 30""",418301,10 ft.,FWS
MGIN,Ginger Montana,"46° 19' 45""",3253F6D2,"111° 35' 17""",243302,4370 ft.,USFS
CFRE,Fremont Canyon California,"33° 48' 29""",CA4AF650,"117° 42' 40""",045736,1781 ft.,S&amp;PF
ASSA,Assay - Hatch 10SW,"37° 31' 00""",32411998,"112° 33' 20""",422604,8100 ft.,USFS
BRYC,Bryce Canyon Utah,"37° 38' 30""",FA63C226,"112° 10' 20""",422609,7855 ft.,NPS
CJFL,Juniper Flat California,"33° 46' 41""",,"117° 05' 06""",,2120 ft.,
CMRQ,Marquez California,"36° 21' 35""",325CF040,"120° 46' 23""",040690,2571 ft.,BLM
XBLM,Black Mesa New Mexico,"36° 02' 13""",5213D18C,"106° 02' 59""",290305,5460 ft.,BIA
MDOE,Doe Lake Michigan,"46° 15' 13""",328355D0,"86° 42' 51""",201002,815 ft.,USFS
VSTO,Stony Fork Virginia,"37° 00' 40""",3293B1BC,"81° 10' 43""",447502,2540 ft.,USFS
AREN,Renee Alaska,"62° 42' 36""",32442510,"146° 37' 05""",,2600 ft.,BLM
WMIN,Minot Peak Washington,"46° 53' 32""",3000C340,"123° 24' 55""",450306,1768 ft.,S&amp;PF
MEVA,Evart Michigan,"43° 54' 06""",08007552,"85° 14' 43""",203202,1112 ft.,S&amp;PF
FMER,Merritt Island Florida,"28° 38' 27""",327D53AC,"80° 43' 51""",084402,30 ft.,FWS
ALOS,Lost Creek Alaska,"66° 02' 33""",12603368,"147° 58' 17""",500425,700 ft.,FWS
MOKI,Okissa Mississippi,"31° 25' 14""",324E11D8,"90° 50' 07""",109796,280 ft.,BLM
FSTW,St. Marks (West) Florida,"30° 00' 34""",8378B70A,"84° 25' 27""",082203,50 ft.,FWS
CSHP,Ship Mtn. 1 California,"41° 51' 00""",,"123° 58' 00""",,400 ft.,
ANF2,PORTABLEKNF2 Arizona,"35° 14' 18""",323930AC,"112° 12' 56""",,8000 ft.,USFS
NPAI,Painted Canyon North Dakota,"46° 53' 42""",FA663562,"103° 22' 40""",322503,2721 ft.,NPS
CCRN,Corning California,"39° 56' 20""",CA21074E,"122° 10' 11""",040814,294 ft.,S&amp;PF
NCYW,Coyote Wash Nevada,"38° 16' 55""",325C43CE,"114° 45' 31""",261603,5770 ft.,BLM
OCLV,Clearview Oklahoma,"35° 25' 31""",32D7C1CA,"96° 11' 46""",344001,980 ft.,BIA
AOLA,Olaf Knolls Arizona,"36° 30' 26""",3258F57A,"113° 48' 58""",020108,2900 ft.,BLM
WLAD,Ladysmith Wisconsin,"45° 26' 16""",53710180,"91° 07' 01""",471601,1162 ft.,S&amp;PF
NQPK,Quima Peak Nevada,"38° 29' 12""",3287350C,"117° 05' 42""",260810,7984 ft.,USFS
FAVN,Avon Park AFR North Florida,"27° 41' 23""",,"81° 19' 37""",,117 ft.,
ACHA,Chatanika Alaska,"65° 01' 00""",3247221E,"148° 35' 00""",500721,1450 ft.,S&amp;PF
HKUA,Kuaokala Hawaii,"21° 34' 13""",48710720,"158° 15' 36""",492019,876 ft.,S&amp;PF
CCOC,Corral Creek Colorado,"39° 38' 24""",327137D6,"105° 27' 53""",051804,8210 ft.,USFS
WLAO,Laona Wisconsin,"45° 27' 44""",3284818C,"88° 40' 47""",471101,1560 ft.,USFS
WTHO,Thorofare Wyoming,"44° 09' 30""",FA45D070,"110° 05' 00""",480114,8380 ft.,NPS
XGUA,Guaje,"35° 55' 18""",3263E3D4,"106° 19' 22""",109895,8310 ft.,NPS
CINW,Indian Wells Canyon California,"35° 41' 06""",324B1618,"117° 53' 22""",045016,4000 ft.,BLM
CLAU,Laufman California,"40° 08' 30""",3234C34E,"120° 21' 12""",040709,5800 ft.,USFS
OALL,Allison Oregon,"43° 55' 29""",326021C4,"119° 35' 40""",353501,5320 ft.,USFS
AMOH,Mohave Mountain Arizona,"34° 32' 53""",,"114° 11' 38""",,4700 ft.,
CRGP,Ranger Peak California,"33° 50' 22""",,"116° 49' 13""",,5106 ft.,
CBMX,Blue Max California,"35° 42' 35""",324CF7DE,"117° 58' 19""",109893,5350 ft.,BLM
WOFA,Old Faithful Wyoming,"44° 27' 24""",,"110° 50' 58""",,7360 ft.,
NLLK,Long Lake NWR North Dakota,"46° 40' 53""",837A9412,"100° 14' 18""",322901,1835 ft.,FWS
TPAI,Paint Creek Texas,"31° 54' 22""",88426764,"100° 34' 54""",419203,1854 ft.,S&amp;PF
XBLR,Bluewater Ridge New Mexico,"35° 11' 39""",3333B648,"108° 09' 47""",293303,8289 ft.,USFS
MWHM,White Mountain Montana,"46° 47' 19""",,"114° 39' 02""",,6524 ft.,
AKAV,Kavet Creek Alaska,"67° 08' 19""",FA60F0B2,"159° 02' 37""",500217,235 ft.,NPS
NCRA,Crane Springs Nevada,"40° 27' 35""",325BB17E,"115° 51' 00""",260314,6400 ft.,BLM
CKV1,River Kern California,"35° 46' 39""",326C7024,"118° 25' 58""",045016,3010 ft.,USFS
ASP2,Arizona Strip Portable L2 Arizona,"36° 58' 58""",,"113° 53' 07""",,2365 ft.,
WLAR,Larch Mt. Washington,"45° 43' 56""",3008B176,"122° 20' 27""",451301,1150 ft.,S&amp;PF
CTMC,Temescal #2 (CNF) California,"33° 45' 22""",3242E0C0,"117° 29' 48""",045635,1486 ft.,USFS
GCOO,Adel Georgia,"31° 06' 35""",3100E40E,"83° 25' 37""",098401,154 ft.,S&amp;PF
NRKM,Rocky Mount North Carolina,"35° 58' 23""",407182F6,"77° 47' 55""",312801,105 ft.,S&amp;PF
CCTH,Cathedral Canyon California,"33° 46' 07""",324E02AE,"116° 28' 48""",045629,605 ft.,BLM
OCOL,Colgate Oregon,"44° 18' 57""",32600728,"121° 36' 20""",352620,3280 ft.,USFS
MYAL,Yallabusha Mississippi,"33° 59' 09""",3910C6BE,"89° 47' 48""",222101,370 ft.,S&amp;PF
NANT,Antelope Lake Nevada,"41° 41' 05""",32539334,"116° 45' 52""",260310,5460 ft.,BLM
OLOG,Log Creek Oregon,"45° 30' 36""",32403D8E,"121° 54' 11""",350604,2500 ft.,USFS
GBRE,Brender Georgia,"33° 00' 35""",3100621A,"83° 44' 23""",094301,300 ft.,S&amp;PF
MBUD,Bude Mississippi,"31° 24' 38""",3332A7C4,"90° 50' 48""",226102,447 ft.,USFS
WBEC,Bechler Wyoming,"44° 09' 00""",FA627352,"111° 02' 48""",480101,6400 ft.,NPS
NDSS,Desert Springs Nevada,"39° 40' 21""",325556E4,"119° 46' 12""",260114,5280 ft.,BLM
FCEN,Central Florida,"29° 06' 18""",327FA6DC,"81° 37' 48""",083501,61 ft.,USFS
CHAS,Hastings California,"36° 23' 19""",CA233720,"121° 33' 06""",044318,1885 ft.,S&amp;PF
CPUO,Pueblo Colorado,"38° 16' 30""",,"104° 20' 04""",,4660 ft.,
WTAC,Tacoma Creek Washington,"48° 29' 20""",3262A224,"117° 25' 54""",453413,3300 ft.,USFS
HWPH,Waiawa PHB,"21° 23' 13""",3274C092,"157° 58' 52""",,5 ft.,FWS
MZON,Zonolite Montana,"48° 25' 50""",B92002B8,"115° 23' 50""",,4204 ft.,OTHR
TTEX,Texarkana Texas,"33° 22' 26""",884071E6,"94° 02' 44""",410501,200 ft.,S&amp;PF
ABNS,Bon Secour Alabama,"30° 15' 10""",837970EE,"87° 48' 45""",016703,15 ft.,FWS
ISHM,Shame (Portable) Idaho,"46° 49' 00""",,"115° 01' 00""",,0 ft.,
HKOH,Kohala Ranch Hawaii,"20° 04' 59""",4870B654,"155° 49' 57""",496030,1079 ft.,S&amp;PF
NPAN,Pancake Nevada,"38° 18' 13""",325C86D0,"116° 11' 33""",261404,5200 ft.,BLM
NBUF,Buffalo Creek Nevada,"40° 34' 55""",3254A49A,"119° 47' 24""",260113,2794 ft.,BLM
CSLV,San Luis Valley Colorado,"37° 07' 31""",,"106° 15' 25""",,9542 ft.,
CRPT,Redding Airport Prtble California,"40° 51' 00""",,"122° 30' 00""",,500 ft.,
MHOL,Holmes Mississippi,"33° 13' 16""",3910D5C8,"90° 11' 54""",223501,22 ft.,S&amp;PF
INOR,North Fork Idaho,"43° 47' 23""",3270D6DE,"114° 25' 15""",102903,6290 ft.,USFS
MHOR,Horse Thief Montana,"46° 25' 33""",32638632,"108° 40' 28""",243704,3480 ft.,BLM
WDOU,Douglas Washington,"47° 37' 12""",32649770,"119° 53' 54""",452601,2530 ft.,BLM
BRIM,Brimstone Res. - Milford 20WSW Utah,"38° 18' 30""",325DD456,"113° 23' 05""",422203,5620 ft.,BLM
XULA,Upper Los Alamos,"35° 53' 33""",325593FA,"106° 22' 15""",,8800 ft.,NPS
PKEN,Kennedy Preserve Pennsylvania,"41° 06' 17""",D6804226,"78° 29' 30""",360331,2121 ft.,S&amp;PF
TSTI,Stilly Hollow Tennessee,"36° 30' 46""",32B14522,"87° 57' 04""",40010,580 ft.,USFS
OLAG,LaGrande 1 Oregon,"45° 33' 10""",6000D406,"118° 00' 43""",351417,3100 ft.,S&amp;PF
OCAS,Case Oregon,"44° 58' 16""",3245F182,"118° 55' 47""",352329,3800 ft.,USFS
ISPA,Sho-Pai Idaho,"42° 01' 05""",5214B65E,"116° 12' 46""",103211,5350 ft.,BIA
WBRO,Brown Mtn. Orchard Washington,"48° 32' 07""",326297BE,"118° 41' 20""",452514,3250 ft.,USFS
OHIG,High Point Oregon,"43° 54' 23""",324B5512,"123° 22' 46""",352550,1935 ft.,BLM
CRED,Red Deer Colorado,"38° 49' 38""",3241C122,"106° 12' 40""",052902,8800 ft.,USFS
MWGL,Welch-Gillispie Montana,"46° 40' 48""",3248C77E,"113° 34' 48""",241390,5540 ft.,USFS
MTIS,Tishomingo Mississippi,"34° 47' 20""",391096C2,"88° 13' 04""",220601,300 ft.,S&amp;PF
MOJI,Ojibway Michigan,"48° 06' 31""",FA4125CE,"88° 32' 48""",200405,1040 ft.,NPS
CMTZ,Mount Zion California,"38° 23' 22""",CA21C250,"120° 39' 04""",042701,2960 ft.,S&amp;PF
AGRS,Grasshopper Arizona,"34° 06' 18""",326A5606,"110° 36' 20""",,6390 ft.,BIA
OLIG,Ligget Table Oregon,"44° 05' 00""",,"120° 05' 53""",352714,4200 ft.,BLM
WIRO,Iron Mountain Washington,"48° 34' 00""",333390A4,"118° 37' 00""",452512,4325 ft.,USFS
MSKC,South Kirby Coulee Montana,"47° 15' 22""",325921E8,"107° 47' 36""",242405,2990 ft.,BLM
WGRA,Grand Teton Wyoming,"43° 43' 25""",FA45C306,"110° 42' 37""",480708,6500 ft.,NPS
ABBY,Berners Bay Alaska,"58° 46' 30""",,"135° 01' 58""",,180 ft.,
WTRO,Trout Creek Washington,"46° 07' 00""",3261A52A,"121° 41' 00""",451917,3615 ft.,USFS
WTUR,Turnbull NWR Washington,"47° 25' 03""",837460FE,"117° 31' 42""",453506,2230 ft.,FWS
CCWM,Cow Mountain (A) California,"39° 07' 45""",,"123° 04' 30""",,3000 ft.,
ILHH,Loess Hills Hitchcock Iowa,"41° 25' 18""",FD1001F4,"95° 51' 13""",,1260 ft.,S&amp;PF
CHGL,High Glade Lookout California,"39° 12' 30""",3230D502,"122° 48' 30""",041402,4840 ft.,USFS
CCSC,Campo Seco California,"38° 13' 25""",CA2C31B2,"120° 51' 59""",043209,399 ft.,S&amp;PF
AKLK,Kenai Lake Alaska,"60° 22' 00""",3246A6F0,"149° 24' 00""",500908,475 ft.,USFS
CCAA,Cahuilla California,"32° 58' 25""",325C7654,"115° 10' 25""",045805,278 ft.,BLM
CSOC,South Canyon Colorado,"39° 31' 59""",32574066,"107° 21' 58""",,8395 ft.,USFS
CHEP,Chepeta Utah,"40° 48' 40""",326D72DE,"110° 04' 29""",423106,12120 ft.,USFS
AGRO,Grove Hill Alabama,"31° 41' 27""",32B3C810,"87° 45' 38""",015201,445 ft.,S&amp;PF
CDRG,Dry Gulch Colorado,"39° 55' 39""",324EF22A,"106° 32' 43""",109892,7200 ft.,BLM
CWDY,Woody California,"35° 42' 22""",CA51E110,"118° 49' 57""",045020,1591 ft.,S&amp;PF
MZOR,Zortman Mine Montana,"47° 55' 21""",324AE466,"108° 33' 10""",240807,4660 ft.,BLM
VHQS,Headquarters Virginia,"38° 40' 00""",FA64D364,"78° 22' 12""",440901,1200 ft.,NPS
AFAP,Mountain Lion Arizona,"33° 42' 04""",327C012A,"109° 42' 21""",020310,5483 ft.,BIA
WSNI,Snider Basin Wyoming,"42° 29' 27""",325F2126,"110° 31' 36""",481306,8200 ft.,USFS
CTOM,Mount Tom California,"37° 22' 34""",326DD226,"119° 10' 42""",044511,9018 ft.,USFS
CNEW,Newhall Pass California,"34° 20' 13""",CA293672,"118° 31' 13""",045454,2135 ft.,S&amp;PF
TWIM,Wimberly-West Texas,"30° 02' 48""",32D01B44,"98° 12' 03""",,1248 ft.,S&amp;PF
CRCR,Red Creek Colorado,"38° 12' 26""",328D345E,"104° 59' 52""",054001,5883 ft.,USFS
ABIL,Big Lake Alaska,"61° 31' 06""",3390C180,"149° 54' 28""",500939,100 ft.,S&amp;PF
CMTW,Mt. Washington California,"34° 06' 15""",2E914602,"118° 12' 54""",,920 ft.,S&amp;PF
MBRD,Bradley Michigan,"42° 37' 41""",080010B4,"85° 39' 35""",206401,659 ft.,S&amp;PF
AGOP,Goodpasture Alaska,"64° 14' 17""",339017E8,"145° 16' 01""",500743,1520 ft.,S&amp;PF
MGLE,Gleason Montana,"47° 52' 04""",3332144A,"112° 40' 05""",241802,5200 ft.,USFS
ADRL,Dry Lake Arizona,"33° 21' 35""",5210B364,"109° 49' 59""",021009,7428 ft.,BIA
NCAL,Caliente Nevada,"37° 36' 40""",,"114° 31' 35""",261601,4380 ft.,BLM
CSUM,Summit Camp California,"38° 29' 24""",,"120° 17' 18""",,3600 ft.,
CBBP,Big Bear Park Colorado,"37° 29' 46""",3276A080,"107° 43' 46""",055807,10400 ft.,USFS
CABS,Arbuckle Basin California,"40° 23' 54""",CA2AF462,"122° 50' 00""",040632,1900 ft.,S&amp;PF
CAPT,Alder Point California,"40° 11' 12""",CA459524,"123° 35' 25""",040423,923 ft.,S&amp;PF
CSPQ,San Pasqual California,"33° 05' 29""",CA803678,"117° 00' 44""",045746,255 ft.,S&amp;PF
CMIS,Miramar East California,"32° 52' 32""",32D4C6C4,"117° 03' 34""",,900 ft.,DOD
CYOL,Yolla Bolla California,"40° 20' 18""",323AA2C0,"123° 03' 54""",040511,6757 ft.,USFS
MSQU,Shenango Montana,"45° 27' 04""",323FD390,"111° 13' 08""",244601,5370 ft.,USFS
MHBR,High Bridge Michigan,"46° 07' 33""",3283604A,"86° 34' 50""",201103,253 ft.,USFS
APRO,Promontory Arizona,"34° 22' 10""",326BD2E8,"111° 01' 30""",020221,7800 ft.,USFS
WSHA,Sharpnose Wyoming,"42° 56' 56""",AAB716BE,"108° 36' 39""",481412,5555 ft.,BIA
CRSP,Rose Peak California,"37° 30' 07""",CA41609A,"121° 44' 08""",043404,3060 ft.,S&amp;PF
CSUG,Sugarloaf California,"36° 43' 36""",FA60A0CE,"118° 40' 30""",044729,8120 ft.,NPS
WQUC,Quilcene Washington,"47° 49' 23""",32367534,"122° 52' 59""",450207,62 ft.,USFS
AOAT,Oatman Arizona,"33° 02' 59""",328BF18E,"113° 08' 19""",021502,1700 ft.,BLM
LPLA,Plaquemines Parrish Louisiana,"29° 51' 14""",,"89° 58' 56""",,5 ft.,
YHUD,Hudson Highlands New York,"41° 21' 04""",6250B6E6,"74° 02' 54""",300711,300 ft.,S&amp;PF
NCAT,Catnip Mountain Nevada,"41° 55' 19""",326500E8,"119° 29' 50""",260109,5750 ft.,FWS
CBB3,Burney Basin #3 California,"40° 48' 32""",,"121° 24' 54""",,5122 ft.,
KFLH,State Line Kansas,"38° 14' 24""",3290F5B8,"94° 40' 12""",145801,800 ft.,FWS
LFRI,Fritchie Louisiana,"30° 14' 39""",,"89° 43' 17""",,3 ft.,
OSQU,Squaw Peak Oregon,"42° 04' 00""",3246801C,"123° 01' 00""",353213,4964 ft.,USFS
CBNR,Banner Road California,"38° 17' 04""",CA21F7CA,"120° 29' 23""",043211,2803 ft.,S&amp;PF
XPAJ,Pajarito,"35° 52' 28""",326376B6,"106° 21' 46""",,5 ft.,NPS
OWAR,Warm Springs Base Oregon,"44° 46' 46""",329426EA,"121° 15' 00""",352108,1563 ft.,BIA
AEIE,Eielson Visitor Center Alaska,"63° 25' 53""",39604506,"150° 18' 34""",,3730 ft.,NPS
MLEO,Leota Michigan,"44° 07' 07""",08006624,"84° 55' 06""",204001,1089 ft.,S&amp;PF
CFRI,Friend Mountain California,"40° 30' 18""",324225DE,"123° 20' 30""",040512,4000 ft.,USFS
MBRE,Brenner Montana,"44° 58' 00""",325AA0F2,"113° 13' 00""",245409,6350 ft.,USFS
CCDP,Catalina - Dakin Peak California,"33° 21' 03""",32B32530,"118° 21' 08""",45457,1570 ft.,S&amp;PF
ASEL,Selawik Alaska,"66° 36' 12""",1260568E,"159° 06' 45""",500734,105 ft.,FWS
FLAK,Lake Forestry Center Florida,"28° 51' 44""",,"81° 47' 47""",,121 ft.,
HKMO,Keaumo Hawaii,"19° 28' 25""",FA4447E8,"155° 21' 32""",496006,5520 ft.,NPS
MHHS,Hells Half Saddle Montana,"45° 38' 43""",323F83EC,"114° 37' 40""",101019,8100 ft.,USFS
TOMB,Tom Best Spring Utah,"37° 49' 00""",326CC3AA,"112° 07' 00""",422608,7500 ft.,USFS
MDET,Detroit Lakes Minnesota,"46° 50' 56""",8376650A,"95° 50' 47""",212201,1385 ft.,FWS
CHDV,Hidden Valley California,"40° 26' 31""",324DF524,"120° 37' 37""",040732,4452 ft.,BLM
OBOB,Bobcat Creek Oregon,"45° 50' 54""",3234D038,"117° 23' 01""",351517,4200 ft.,USFS
OHOY,Hoyt Creek Oregon,"42° 58' 35""",326155AE,"121° 25' 19""",353343,5445 ft.,USFS
WSAD,Saddle Mountain Washington,"46° 41' 40""",8374F59C,"119° 41' 37""",452701,650 ft.,FWS
ANOA,Noatak Alaska,"68° 04' 15""",FA601340,"158° 42' 15""",500102,985 ft.,NPS
ASAN,Santa Maria River Arizona,"34° 17' 44""",,"113° 20' 58""",020703,1400 ft.,BLM
CSSM,San Simeon California,"35° 36' 18""",32B53688,"121° 06' 51""",044917,228 ft.,S&amp;PF
MDRD,Delta Rd Mississippi,"32° 48' 36""",3282C248,"90° 00' 00""",223301,93 ft.,USFS
CMEA,Means Lake California,"34° 23' 26""",325333CC,"116° 31' 01""",045131,2900 ft.,BLM
ANOR,Norutak Lake Alaska,"66° 50' 00""",3246B586,"154° 20' 00""",500317,800 ft.,NPS
YLOW,Lowville New York,"43° 48' 35""",6250B6E6,"75° 28' 24""",300491,740 ft.,S&amp;PF
OBMN,Black Mtn #2 Oregon,"45° 35' 42""",327F70B4,"118° 14' 06""",351317,4965 ft.,USFS
JJAC,Jackson New Jersey,"40° 05' 55""",FF1041BA,"74° 18' 58""",280291,180 ft.,S&amp;PF
MRUD,Rudyard Michigan,"46° 14' 27""",0800B04C,"84° 30' 40""",201505,700 ft.,S&amp;PF
MWMT,White Mountain Montana,"46° 47' 19""",,"114° 39' 02""",241309,6524 ft.,USFS
ASTH,Stray Horse Arizona,"33° 32' 26""",327FF6A0,"109° 19' 01""",021106,7020 ft.,USFS
CVIS,Vista Grande California,"33° 50' 15""",AAA9802A,"116° 48' 30""",045612,4700 ft.,USFS
CBSR,Big Sur California,"36° 14' 08""",327F20C8,"121° 47' 06""",044302,450 ft.,USFS
HPHE,Puhe CS Hawaii,"20° 01' 30""",32D6803A,"155° 49' 16""",,113 ft.,NPS
AT21,Tonto P#2 (Cherry Creek) Arizona,"33° 53' 22""",32414736,"110° 54' 04""",,4905 ft.,USFS
WCRO,Crows Nest Washington,"47° 45' 45""",,"122° 58' 45""",,1280 ft.,
MPIN,Pine Hill Montana,"46° 46' 37""",324B2382,"104° 34' 47""",244201,2649 ft.,BLM
MRIC,Rice Lake Minnesota,"46° 32' 14""",8379067E,"93° 17' 15""",211703,1185 ft.,FWS
TKIR,Kirbyville Texas,"30° 26' 00""",884155F0,"93° 53' 00""",414501,300 ft.,S&amp;PF
CMAT,Matacat Colorado,"39° 05' 34""",3269D71C,"105° 22' 32""",,8809 ft.,USFS
VTOM,Tomlinson Run West Virginia,"40° 32' 33""",9000139A,"80° 35' 01""",460101,1013 ft.,S&amp;PF
TLIN,Linn-San Manuel Texas,"26° 32' 06""",8375D18A,"98° 05' 09""",418605,15 ft.,FWS
MPLN,Plains Montana,"47° 27' 00""",323F46F2,"114° 52' 00""",241206,2400 ft.,USFS
CPIK,Pike County Lookout California,"39° 28' 30""",32480260,"121° 12' 09""",041701,3714 ft.,USFS
AGLA,Glacier Bay Inner Dock,"58° 27' 23""",3962D590,"135° 52' 11""",BLTA2,34 ft.,NPS
IIND,Indianola Idaho,"45° 23' 00""",3234455A,"114° 10' 00""",101303,3500 ft.,USFS
MBOT,Missouri Botanical Garden - St. Louis Missouri,"38° 36' 46""",32D3A116,"90° 15' 39""",234801,510 ft.,S&amp;PF
CGG2,Golden Gate NRA #2 California,"37° 48' 21""",FA5063A0,"119° 47' 07""",,6000 ft.,NPS
CSS1,Sunset California,"34° 12' 35""",324DD3C8,"117° 41' 27""",,5553 ft.,BLM
OBIM,Billy Meadows Oregon,"45° 48' 45""",,"117° 02' 15""",,4830 ft.,
CEDM,Cedar Mountains - Stockton 24WSW Utah,"40° 18' 03""",3254E790,"112° 46' 35""",420901,4000 ft.,BLM
WELR,Elk Rock Washington,"46° 21' 08""",30005622,"122° 36' 21""",451208,2500 ft.,S&amp;PF
LCAT,Catahoula - FTS Louisiana,"31° 30' 08""",323BE330,"92° 27' 42""",162502,230 ft.,USFS
TGRE,Greenville Texas,"33° 02' 07""",8840219A,"96° 09' 50""",419602,447 ft.,S&amp;PF
IYAN,Yankee Fork Idaho,"44° 22' 48""",,"114° 43' 48""",,6410 ft.,
KALP,Alpine Kentucky,"36° 47' 44""",403016B2,"85° 22' 49""",159501,853 ft.,S&amp;PF
TBAS,Bastrop Texas,"30° 10' 27""",8840D11E,"97° 15' 23""",415501,383 ft.,S&amp;PF
GOKW,Oke - W Georgia,"30° 47' 26""",,"82° 22' 42""",,9 ft.,
ISHN,Shine Idaho,"46° 58' 00""",,"116° 36' 00""",,3360 ft.,
ICHL,Challis Idaho,"44° 30' 15""",323151EC,"114° 13' 22""",101817,5250 ft.,USFS
MSKB,Skibo Minnesota,"47° 29' 19""",AAB044F6,"91° 59' 16""",210517,1590 ft.,USFS
MMUN,Munising Michigan,"46° 25' 33""",FA66C5E6,"86° 37' 12""",201004,771 ft.,NPS
CFSL,Fish Slough California,"37° 28' 42""",010EF54E,"118° 24' 28""",109917,4500 ft.,BLM
CBLR,Blue Ridge California,"40° 53' 21""",324080D2,"123° 08' 32""",040513,4000 ft.,USFS
WENG,English Camp Washington,"48° 35' 17""",32A025A0,"123° 08' 55""",,60 ft.,NPS
MFIS,Fishtail Montana,"45° 27' 29""",324BB6E0,"109° 34' 17""",244902,4550 ft.,BLM
TSAB,San Bernard Texas,"28° 51' 53""",837544E8,"95° 34' 04""",418302,21 ft.,FWS
