X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-72.52906,44.54312,65,ELMORE,17293351,2022/05/05 00:49:00+00,3335906A,430601,1164,,44.54312,-72.52906,VT,Lamoille,USFS,09,GRN MTN & FINGER LKS,STATE OF VERMONT,A,10.81 inches,2 mph,299 degrees ,50 deg. F,NO DATA,99 % ,13.5 volts,NO DATA,277 degrees,7 mph,0 w/m2,17293351
-108.99539,43.9297500000001,66,WRBB PORT #1,19123767,2022/05/17 17:00:00+00,32D00832,,7289,,43.92975,-108.99539,WY,Park,BLM,R7 Upper CO Basin,WORLAND,,A,1.99 inches,3 mph,NO DATA,59 deg. F,NO DATA,53 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19123767
-117.70757,34.1368000000001,67,CLAREMONT,17150519,2023/02/27 01:55:00+00,CA420272,045443,1645,Alluvial plain south end of Marshall Canyon below Mt. Baldy.,34.1368,-117.70757,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,A,23.04 inches,3 mph,280 degrees ,44 deg. F,44 deg. F ,71 % ,13.2 volts,14.2 (unk),268 degrees,7 mph,7 w/m2,17150519
-113.15289,45.8494700000001,68,PRAWS 14,18910765,2022/02/28 22:21:00+00,3268038E,,7234,,45.84947,-113.15289,MT,Beaverhead,BLM,IDAHO,BLM/NIFC,RAWS,2,0 inches,3 mph,NO DATA,68 deg. F,NO DATA,10 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18910765
-114.4218,43.7902500000001,69,NORTH FORK,17204776,2022/07/06 18:39:00+00,3270D6DE,102903,6300,Site is located directly south of the SNRA Headquarters Warehouse in sagebrush/grass.,43.79025,-114.4218,ID,Blaine,USFS,04,SAWTOOTH NF,,A,.07 inches,6 mph,133 degrees ,80 deg. F,96 deg. F ,27 % ,13.4 volts,9.2 (unk),109 degrees,12 mph,921 w/m2,17204776
-118.1525,34.2711100000001,70,CLEAR CREEK,17336616,2022/08/01 21:55:00+00,3332F7B8,045405,3000,Station sits above the Forest/Angeles Crest highwayintersection.  200' up slope east of Clear Creek RangerStation.  This is at the middle of the foothill range northof Los Angeles.  Station sits on a southen facing slope.,34.27111,-118.1525,CA,Los Angeles,USFS,05,ANGELES NF,LARRD,A,21.49 inches,6 mph,289 degrees ,87 deg. F,110 deg. F ,36 % ,13.2 volts,5.6 (unk),310 degrees,12 mph,748 w/m2,17336616
-124.30028,42.1233300000001,71,RED MOUND,17009730,2022/05/05 01:21:59+00,324D16D6,352920,1753,"SITE SITS ON RIDGELINE AMIDST 3' - 4' MANZANITA BRUSH.
VIEW OF THE PACIFIC OCEAN IS 2 MILES DUE WEST.  MICROWAVE
TOWERS ARE 100 YDS. DUE SOUTH.",42.12333,-124.30028,OR,Curry,BLM,OREGON,COOS BAY,OR & CA RR PROP,A,39.94 inches,4 mph,275 degrees ,58 deg. F,NO DATA,72 % ,13.9 volts,NO DATA,299 degrees,12 mph,246 w/m2,17009730
-117.8105,40.9047800000001,72,WINNEMUCCA SEAT BASE,19200524,2022/05/02 23:05:00+00,32349332,260209,4290,,40.90478,-117.8105,NV,Humboldt,BLM,NEVADA,WINNEMUCCA,,A,1.46 inches,17 mph,NO DATA,57 deg. F,NO DATA,26 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19200524
-80.4924799999999,36.3564900000001,73,PILOT MOUNTAIN,,2022/03/15 13:02:59+00,,,,,,,,,,,,,,10.19 inches,0 mph,NO DATA,23 deg. F,NO DATA,98 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17920804
-120.21921,39.44377,74,TNF02 PORTABLE,17236780,2021/12/07 21:35:00+00,33336020,041892,6400,,39.44377,-120.21921,CA,Nevada,USFS,05,TAHOE NF,Truckee,1,12.6 inches,1 mph,136 degrees ,42 deg. F,45 deg. F ,100 % ,13.6 volts,25.2 (unk),70 degrees,3 mph,NO DATA,17236780
-81.4811999999999,28.0249600000001,75,PANTHER PORTABLE #1,17532453,2022/03/15 12:36:59+00,327532EC,,40,,28.02496,-81.4812,FL,Collier,FWS,REGION 4,FLORIDA PANTHER NWR,,1,6.52 inches,1 mph,0 degrees ,65 deg. F,NO DATA,94 % ,12.8 volts,NO DATA,0 degrees,3 mph,36 w/m2,17532453
-102.27104,43.2894900000001,76,PORCUPINE,16782128,2022/06/07 08:42:00+00,52111166,395202,3786,"HIGHEST POINT FOR MILES,ROLLING HILLS , VALLEY TO THE EAST &
WEST. STUNTED PINE IN VALLEY & CREVECES. LOCATED NEXT TO A
RADIO TOWER INSIDE FENCED COMPOUND. RAWS LOCK. ROCK OUTCROPS
TO THE EAST.",43.28949,-102.27104,SD,Shannon,BIA,Great Plains,Pine Ridge Agency,,A,6.03 inches,10 mph,310 degrees ,52 deg. F,NO DATA,100 % ,13 volts,NO DATA,319 degrees,13 mph,0 w/m2,16782128
-120.05483,36.0311400000001,77,KETTLEMAN HILLS,16798256,2023/01/10 20:51:00+00,327797E0,044602,810,"STATION SITS ON TOP OF SMALL KNOB IN THE KETTLEMAN FOOTHILLS
THERE ARE SEVERAL FOOTHILLS/KNOBS IN ALL DIRECTIONS. THE SAN
JOUQUIN VALLEY IS APPROX. 2 MILES TO THE EAST. THERE ARE
ALSO SEVERAL OIL PLATFORMS IN THE VICINITY OF THE RAWS.",36.03114,-120.05483,CA,Kings,BLM,R10 CA Great Basin,BAKERSFIELD,WASHINGTON D.C.,A,4.43 inches,19 mph,264 degrees ,55 deg. F,NO DATA,56 % ,13.9 volts,NO DATA,269 degrees,32 mph,313 w/m2,16798256
-117.93361,44.6700000000001,78,BLUE CANYON,16862253,2022/05/17 12:56:00+00,325DA2C6,352416,4200,"STATION LOCATED ON GENTLE SOUTHERLY SLOPE, JUST NORTH OFPOWER LINES .  THESE POWER LINES RUN EAST TO WEST.STATION IS APPROX. 60 FEET BELOW TOP OF RIDGELINE, WHICHEMPTY'S OUT INTO SOUTHEASTERLY DRAINAGE APPROX. 150 FEETBELOW STATION.MOUNTAIN MEADOW DRAINAGE 1/4 MILE TO EAST.",44.67,-117.93361,OR,Baker,USFS,06,WALLOWA-WHITMAN NF,,A,5.55 inches,0 mph,71 degrees ,33 deg. F,NO DATA,97 % ,13 volts,NO DATA,291 degrees,4 mph,9 w/m2,16862253
-115.83969,33.5053600000001,79,DOS PALMAS,16805472,2022/12/07 15:14:59+00,324E2442,045630,-95,,33.50536,-115.83969,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,1.7 inches,2 mph,22 degrees ,49 deg. F,NO DATA,78 % ,13 volts,NO DATA,313 degrees,6 mph,19 w/m2,16805472
-84.9861099999999,30.02056,80,SUMATRA,17294119,2022/03/15 12:48:00+00,323A74A8,082002,27,,30.02056,-84.98611,FL,Liberty,USFS,08,NF'S IN FLORIDA,APALACHICOLA,1,11.27 inches,3 mph,93 degrees ,59 deg. F,58 deg. F ,93 % ,13 volts,22.4 (unk),97 degrees,6 mph,7 w/m2,17294119
-142.6209,61.2735900000001,81,CHITITU,17445917,2022/05/26 21:33:00+00,396020E0,,4544,,61.27359,-142.6209,AK,,NPS,ALASKA,WRANGLE ST. ALIAS NP,,A,0.82 inches,4.7 mph,NO DATA,41 deg. F,NO DATA,68.1 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17445917
-113.75056,36.79436,82,BLACK ROCK,16790065,2022/05/02 22:50:00+00,3257E09E,020114,7224,"SITE IS LOCATED 150 YDS NE OF BLACK ROCK LOOKOUT ON THERIGHT SIDE OF THE ROAD. STATION IS ON FLAT GROUND WITH 20-30FEET PINES AND MIXED SHRUBS IN THE AREA.  ST.GEORGE, UTVISIBLE  APPROX 30 MI NE.",36.79436,-113.75056,AZ,Mohave,BLM,ARIZONA,ARIZONA STRIP,WASHINGTON D.C.,A,1.82 inches,9 mph,298 degrees ,59 deg. F,NO DATA,22 % ,13.9 volts,NO DATA,267 degrees,23 mph,844 w/m2,16790065
-79.08485,33.9368000000001,83,HORRY,18550288,2022/08/22 20:42:00+00,3250C446,,8,,33.9368,-79.08485,SC,Horry,S&PF,SOUTH CAROLINA,FORESTRY COMMISSION,,A,25.27 inches,3 mph,NO DATA,84 deg. F,NO DATA,76 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18550288
-108.47808,47.7016400000001,84,MANNING CORRAL DOGTOWN,17114164,2022/05/09 04:41:00+00,3276659E,240809,3080,"STATION SITS ON ROLLING HILLS PRAIRIE SE OF NW 1/4 MILE
INSIDE THE CHARLES M. RUSSEL NAT'L WILDLIFE RANGE. THE
MISSOURI RIVER LIES 7-10 MILES DUE SOUTH. THE LITTLE ROCKY
MTNS LIE 12-15 LIES NORTH WEST.",47.70164,-108.47808,MT,Phillips,BLM,R5 Missouri Basin,LEWISTOWN,WASHINGTON D.C.,A,.91 inches,5 mph,264 degrees ,46 deg. F,NO DATA,50 % ,13.3 volts,NO DATA,269 degrees,6 mph,0 w/m2,17114164
-115.84953,40.45953,85,CRANE SPRINGS,17109036,2022/05/04 00:26:00+00,325BB17E,260314,6414,"STATION SITS ON SOUTH FACING SLOPE 2 MILES SOUTH OF SLEEMANS
WELL AND 1 MILE WEST OF CEDAR RIDGE. SQUAW SUMMIT IS 3-4
TO THE SOUTHWEST.",40.45953,-115.84953,NV,Elko,BLM,R10 CA Great Basin,ELKO,WASHINGTON D.C.,A,3.11 inches,12 mph,318 degrees ,38 deg. F,NO DATA,84 % ,14.3 volts,NO DATA,312 degrees,22 mph,113 w/m2,17109036
-156.02028,19.67278,86,KALOKO-HONOKOHAU,17458723,2022/03/15 13:15:59+00,FA667668,496017,25,,19.67278,-156.02028,HI,Hawaii,NPS,PACIFIC WEST,KALOKO-HONOKOHAU NHP,,1,0.41 inches,3 mph,NO DATA,69 deg. F,NO DATA,74 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17458723
-85.42778,35.13028,87,PRENTICE COOPER SF,17395229,2023/04/24 13:05:59+00,02606490,409201,1920,,35.13028,-85.42778,TN,Marion,S&PF,TENNESSEE,DIVISION OF FORESTRY,Cumberland,A,20.43 inches,2 mph,219 degrees ,46 deg. F,NO DATA,49 % ,13.6 volts,NO DATA,276 degrees,9 mph,310 w/m2,17395229
-121.13806,42.20597,88,GERBER RESERVOIR,16855091,2023/01/10 19:44:59+00,3250F1DC,353328,4950,"STATION SITS ON FLAT ROCKY AREA WITH SAGEBRUSH AND PINON-
JUNIPER. THE RAWS IS 1/4 MILE NORTHWEST OF THE GERBER
RESERVOIR. AND 1/8 MILE FROM THE BONANZA GUARD STATION.",42.20597,-121.13806,OR,Klamath,BLM,R10 CA Great Basin,LAKEVIEW,WASHINGTON D.C.,A,10.45 inches,15 mph,153 degrees ,38 deg. F,NO DATA,72 % ,14.2 volts,NO DATA,151 degrees,24 mph,360 w/m2,16855091
-102.16589,45.67319,89,SHADEHILL,18473487,2022/03/15 13:08:00+00,AAB0148A,,2515,,45.67319,-102.16589,SD,Perkins,USFS,01,DAKOTA PRAIRIE GL,GRAND RIVER RD,1,0.14 inches,7 mph,NO DATA,33 deg. F,NO DATA,76 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18473487
-121.1977,44.9254700000001,90,MUTTON MOUNTAIN,16781363,2023/05/05 09:35:00+00,5211B19E,350917,4011,"SITE IS SITUATED IN A SMALL CLEARING WITHIN THE MUTTON MTNRANGE OVERLOOKING A VALLEY TO THE SW. MUTTON MTN IS 2 MILESTO THE W. MUTTON MTN SPRING IS 4 MILES TO THE NE. SHANIKOBUTTE IS 4 MILES TO THE N. VEGETATION IS PINE W/SMALL SHRUBSAREA BIA FREQS = S-172.425, R-171.775, CODE-4321",44.92547,-121.1977,OR,Wasco,BIA,Northwest,Warm Springs Agency,,A,3 inches,11 mph,291 degrees ,39 deg. F,NO DATA,83 % ,13 volts,NO DATA,310 degrees,20 mph,0 w/m2,16781363
-121.92113,42.06195,91,KLAMATH BASIN NWR PORT,17507360,2022/03/15 12:58:00+00,837A279C,049916,4400,,42.06195,-121.92113,OR,Klamath,FWS,REGION 8,KLAMATH NWR,,1,.77 inches,3 mph,190 degrees ,38 deg. F,37 deg. F ,95 % ,12.6 volts,12.8 (unk),156 degrees,6 mph,NO DATA,17507360
-96.08333,41.53333,92,DESOTO,17373725,2022/11/07 13:44:59+00,83762600,135501,1000,,41.53333,-96.08333,IA,,FWS,REGION 3,DESOTA NWR,,A,15.66 inches,2 mph,260 degrees ,33 deg. F,32 deg. F ,70 % ,12.8 volts,12.5 (unk),274 degrees,4 mph,10 w/m2,17373725
-111.82197,36.7277800000001,93,PARIA POINT,16814387,2022/05/02 23:00:59+00,32500158,020226,7235,STATION SITS ON SOUTH RIM OF PARIA PLATEAU AND 1/4 MILENORTH OF VERMILLION CLIFFS. ABOUT 14 MILES EAST OF THEWEST END OF THE VERMILLION CLIFFS.,36.72778,-111.82197,AZ,Coconino,BLM,ARIZONA,ARIZONA STRIP,WASHINGTON D.C.,A,.61 inches,10 mph,252 degrees ,70 deg. F,NO DATA,8 % ,13.6 volts,NO DATA,292 degrees,21 mph,762 w/m2,16814387
-115.25817,41.8767700000001,94,POLE CREEK,17570845,2022/08/22 16:41:00+00,326AC364,260302,8502,,41.87677,-115.25817,NV,Elko,USFS,04,HUMBOLDT/TOIYABE NF,,A,13.35 inches,9 mph,186 degrees ,73 deg. F,81 deg. F ,29 % ,13.3 volts,7.6 (unk),194 degrees,14 mph,725 w/m2,17570845
-99.18639,30.7358300000001,95,FREDERICKSBURG PORT,18529807,2022/03/15 13:28:59+00,32D4B054,,1520,,30.73583,-99.18639,TX,Mason,S&PF,TEXAS,TEXAS FOREST SERVICE,Central,1,1.99 inches,13 mph,NO DATA,48 deg. F,NO DATA,53 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18529807
-89.8099999999999,44.25667,96,ROME (SARATOGA),17451555,2022/05/15 11:05:00+00,5370856E,473501,873,,44.25667,-89.81,WI,Wood,S&PF,WISCONSIN,DNR,WIRAPIDS,A,7.5 inches,0 mph,NO DATA,39 deg. F,NO DATA,95 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17451555
-93.5984099999999,46.96097,97,HILL CITY,17133617,2022/10/14 20:06:59+00,707076D6,211702,1295,"Adjacent to the Hill City, MN Airport.",46.96097,-93.59841,MN,Itasca,S&PF,MINNESOTA,DEPT OF NATURAL RES.,Division of Forestry,A,21.56 inches,4 mph,35 degrees ,40 deg. F,44 deg. F ,79 % ,13.9 volts,11.5 (unk),8 degrees,7 mph,366 w/m2,17133617
-105.053,35.82131,98,IRAWS 1 (RIO MORA),,2022/05/11 06:45:00+00,,,,,,,,,,,,,,0 inches,2 mph,NO DATA,55 deg. F,NO DATA,16 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17989326
-88.79333,33.26611,99,NOXUBEE - FTS,17153564,2022/03/15 12:58:00+00,83786162,224101,250,,33.26611,-88.79333,MS,Noxubee,FWS,REGION 4,NOXUBEE NWR,,1,21.28 inches,2 mph,2 degrees ,51 deg. F,NO DATA,92 % ,12.8 volts,NO DATA,265 degrees,3 mph,5 w/m2,17153564
-108.83658,40.7385600000001,100,LODORE,16806958,2022/10/18 15:23:00+00,325A4300,550104,5940,"SITE IS IN AREA OF LOW ROLLING HILLS SMALL BRUSH AND JUNIPER
10 TO 15 FEET HIGH TO THE SOUTH WEST THE GREEN RIVER VALLY
TO THE NORTH APPROX 5 MILES MOUTAINS.",40.73856,-108.83658,CO,Moffat,BLM,R7 Upper CO Basin,CRAIG,WASHINGTON D.C.,A,7.99 inches,2 mph,170 degrees ,47 deg. F,NO DATA,47 % ,14.3 volts,NO DATA,109 degrees,4 mph,144 w/m2,16806958
-158.02056,21.3566700000001,101,HONOULIULI PHB,17564178,2022/06/28 05:42:00+00,327BF39A,,5,,21.35667,-158.02056,HI,Honolulu,FWS,REGION 1,PEARL HARBOR NWR,,A,99.06 inches,6 mph,73 degrees ,78 deg. F,NO DATA,67 % ,13.1 volts,NO DATA,38 degrees,11 mph,NO DATA,17564178
-119.19367,34.3183100000001,102,HARMON,19400464,2022/03/15 22:09:00+00,32A2CD74,045337,1037,,34.31831,-119.19367,CA,Ventura,S&PF,CALIFORNIA,VENTURA COUNTY,Wildland Division,1,11.62 inches,2 mph,NO DATA,72 deg. F,NO DATA,41 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19400464
-109.89306,37.5247200000001,103,KANE GULCH,16865324,2022/03/15 21:42:00+00,3255A660,422712,6500,"STATION SITS ON RED DIRT RIDGE OVER LOOKING THE KANG GULCHRANGER STATION.  PREDOMINITLY JUNIPER AND PINYON PINE, THEAREA IS LOADED WITH BUTTON HOOK CACTUS.  CANYON LANDSNATIONAL PARK IS TO THE NORTH. GRAND GULCH PRIMITIVE AREATRAIL HEAD IS ACROSS THE HWY.",37.52472,-109.89306,UT,San Juan,BLM,UTAH,MOAB,WASHINGTON D.C.,1,.76 inches,4 mph,203 degrees ,61 deg. F,NO DATA,18 % ,13.6 volts,NO DATA,165 degrees,11 mph,747 w/m2,16865324
-110.41461,33.6111900000001,104,HILLTOP,17230115,2022/07/07 13:33:00+00,5212C000,020609,5732,,33.61119,-110.41461,AZ,Gila,BIA,Western,San Carlos Agency,,A,25.23 inches,1 mph,51 degrees ,57 deg. F,NO DATA,58 % ,12.4 volts,NO DATA,217 degrees,2 mph,106 w/m2,17230115
-114.26271,46.03783,105,LITTLE ROCK CREEK,17284389,2023/01/20 15:09:00+00,3282E4A4,242914,5507,,46.03783,-114.26271,MT,Ravalli,USFS,01,BITTERROOT NF,DARBY R.D.,A,.39 inches,3 mph,138 degrees ,19 deg. F,NO DATA,62 % ,13.1 volts,NO DATA,141 degrees,7 mph,0 w/m2,17284389
-101.56833,35.69028,106,CEDAR,17130795,2023/01/06 14:35:59+00,FA62C0DC,418701,3052,,35.69028,-101.56833,TX,Hutchinson,NPS,INTERMOUNTAIN,LAKE MEREDITH NRA,,A,2.79 inches,4 mph,274 degrees ,42 deg. F,37 deg. F ,57 % ,13.1 volts,8.6 (unk),257 degrees,9 mph,19 w/m2,17130795
-114.19728,43.9179500000001,107,S-C PORTABLE #3,19635718,2022/01/11 12:51:00+00,32B43472,,7720,,43.91795,-114.19728,ID,Custer,USFS,04,SALMON/CHALLIS NF,,2,0 inches,3 mph,NO DATA,28 deg. F,NO DATA,76 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19635718
-118.35225,33.35078,108,CATALINA ISLAND,18918929,2022/05/16 12:23:00+00,32B32530,45457,1570,Ridgetop over looking Avalon. 1.3 miles from ocean,33.35078,-118.35225,CA,Los Angeles,S&PF,CALIFORNIA,LOS ANGELES COUNTY,,A,11.46 inches,4 mph,NO DATA,52 deg. F,NO DATA,94 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18918929
-152.13611,69.3700000000001,109,UMIAT AIRFIELD,17475619,2023/05/05 10:24:00+00,326B17F6,500104,267,,69.37,-152.13611,AK,North Slope,BLM,R11 Alaska,ALASKA FIRE SERVICE,,A,.36 inches,3 mph,137 degrees ,13 deg. F,NO DATA,78 % ,13.7 volts,NO DATA,183 degrees,9 mph,0 w/m2,17475619
-119.62331,38.2794700000001,110,LEAVITT LAKE,19882246,2022/06/21 17:27:00+00,328EF64E,,9868,,38.27947,-119.62331,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,D,0.2 inches,2 mph,NO DATA,75 deg. F,NO DATA,33 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19882246
-77.11099,35.09686,111,NEW BERN,17084447,2022/03/15 13:18:00+00,407020F4,319004,20,,35.09686,-77.11099,NC,,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D-4 NEW BERN,1,38.45 inches,0 mph,55 degrees ,49 deg. F,46 deg. F ,84 % ,13.4 volts,19.3 (unk),85 degrees,2 mph,95 w/m2,17084447
-74.4941699999999,40.4072200000001,112,NEW MIDDLESEX COUNTY,17392679,2022/10/16 08:11:00+00,FF10372A,280231,94,,40.40722,-74.49417,NJ,Middlesex,S&PF,NEW JERSEY,FOREST FIRE SERVICE,,A,34.98 inches,0 mph,194 degrees ,45 deg. F,44 deg. F ,100 % ,12.9 volts,19.2 (unk),167 degrees,1 mph,0 w/m2,17392679
-116.20833,43.5650000000001,113,PRAWS 15,18911039,2022/05/03 23:35:59+00,32416F08,,2865,,43.565,-116.20833,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,RAWS,A,0 inches,1 mph,NO DATA,68 deg. F,NO DATA,36 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18911039
-143.07236,65.2964400000001,114,BEN CREEK,16905264,2022/05/04 00:20:00+00,FA6026DA,500414,1850,LOCATED APPROX 50 NW OF EAGLE ON A RIDGE WITH AN OVERGROWNAIRSTRIP. APPROX 1 WEST IS COAL CREEK.,65.29644,-143.07236,AK,Yukon-Koyukuk,NPS,ALASKA,YUKON CHARLIE NP,,A,.02 inches,3 mph,80 degrees ,55 deg. F,NO DATA,28 % ,13.7 volts,NO DATA,98 degrees,8 mph,517 w/m2,16905264
-111.61462,33.55548,115,GOLDFIELD,19149326,2022/09/21 00:23:00+00,32D06DD4,021505,1397,The Raws station is located on the NE Corner of the Goldfield workstation for the USFS. And is South of the Salt River approximately 1/2 mile.,33.55548,-111.61462,AZ,Maricopa,USFS,03,TONTO NF,,A,5.78 inches,6 mph,NO DATA,97 deg. F,NO DATA,29 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19149326
-110.28997,39.6093300000001,116,BRUIN POINT,16865098,2022/06/09 21:41:00+00,32546184,421702,9755,"SITE SITS ON SSW SIDE OF HIGH KNOB ON A LARGE FINGER
RIDGE.  STEEP SLOPE 300YDS TO WEST.  GROUND COVER
IS MIXED WHITE PINE, DOUG FUR, SAGE AND ASPEN.     DIR TO
PRICE F.O.  EXIT 240, GO EAST TO 1ST LIGHT, RIGHT TURN(600W)
FOLLOW RD AROUND TO LEFT. 0.1 MI, BLM OFFICE ON RIGHT.",39.60933,-110.28997,UT,Carbon,BLM,R7 Upper CO Basin,MOAB,,A,4.49 inches,2 mph,147 degrees ,77 deg. F,NO DATA,17 % ,13.4 volts,NO DATA,265 degrees,13 mph,801 w/m2,16865098
-118.97241,48.1362300000001,117,NESPELEM,16783421,2022/03/15 12:57:00+00,52119772,452028,1900,"LOCATED ABOVE COLVILLE INDIAN AGENCY HEADQUARTERS, SOUTH OFNESPELEM.  THERE IS A LONG VALLEY WEST OF THE SITE THAT RUNSNORTH TO SOUTH.  FOREST LANDS ARE EAST AND TO THE NORTH APPR5 TO 7 MILES AWAY.",48.13623,-118.97241,WA,Okanogan,BIA,Northwest,Colville Agency,,1,5.51 inches,6 mph,131 degrees ,43 deg. F,NO DATA,92 % ,13 volts,NO DATA,148 degrees,11 mph,0 w/m2,16783421
-118.95203,43.84119,118,CROW FLAT,16975667,2022/03/15 13:07:00+00,326241D6,353515,5172,STATION IS NORTH OF CROW FLAT GUARD STATION IN A OPEN AREAWITH SMALL SAGEBRUSH AND GRASSES.FIRE WX FORECAST ZONE: 632,43.84119,-118.95203,OR,Harney,USFS,06,MALHEUR NF,BIFZ,1,1.79 inches,4 mph,243 degrees ,37 deg. F,35 deg. F ,89 % ,12.8 volts,21 (unk),246 degrees,9 mph,0 w/m2,16975667
-120.05483,36.0311400000001,119,KETTLEMAN HILLS,16798255,2022/05/06 01:50:59+00,327797E0,044602,810,"STATION SITS ON TOP OF SMALL KNOB IN THE KETTLEMAN FOOTHILLS
THERE ARE SEVERAL FOOTHILLS/KNOBS IN ALL DIRECTIONS. THE SAN
JOUQUIN VALLEY IS APPROX. 2 MILES TO THE EAST. THERE ARE
ALSO SEVERAL OIL PLATFORMS IN THE VICINITY OF THE RAWS.",36.03114,-120.05483,CA,Kings,BLM,R10 CA Great Basin,BAKERSFIELD,WASHINGTON D.C.,A,4.14 inches,18 mph,347 degrees ,81 deg. F,NO DATA,25 % ,13.2 volts,NO DATA,350 degrees,24 mph,99 w/m2,16798255
-98.7419199999999,34.7606700000001,120,WICHITA,16899882,2022/03/15 13:28:59+00,83713742,345801,1832,ROLLING HILLS ONE HALF MILE TO THE NORTH. LARGER MOUNTIONONE MILE NORTH AND WEST AT ABOUT 2200FT. HIGH. STATION SITSTO THE WEST OF A SMALL ROLLING HILL. ACCES ROAD TO THE NORTHABOUT 200 FT. STATION IS IN A FENCED WILDLIFE HABITAT. NOACCES TO THE PUBLIC.,34.76067,-98.74192,OK,Comanche,FWS,REGION 2,WICHITA MTNS. NWR,,1,1.21 inches,12 mph,11 degrees ,41 deg. F,40 deg. F ,67 % ,12.9 volts,8.3 (unk),340 degrees,30 mph,27 w/m2,16899882
-89.1388899999999,33.28056,121,TOMBIGBEE,17388059,2022/06/14 13:01:00+00,333444F8,223701,550,Station is located at the Ackerman Workcenter. Ridge Top.,33.28056,-89.13889,MS,Choctaw,USFS,08,NF'S IN MISSISSIPPI,TOMBIGBEE RD,A,28.57 inches,2 mph,25 degrees ,81 deg. F,83 deg. F ,82 % ,13.1 volts,19.2 (unk),338 degrees,5 mph,173 w/m2,17388059
-112.10821,45.8715,122,WHITEHALL,17067560,2022/08/09 21:16:00+00,323FB676,243204,4390,"Fire WX Zone: 111Valley site, 20' WS, heated tipping bucket",45.8715,-112.10821,MT,Jefferson,USFS,01,BEAVERHEAD/DEERLODGE,,A,5.22 inches,7 mph,115 degrees ,93 deg. F,105 deg. F ,13 % ,13.6 volts,5 (unk),118 degrees,12 mph,823 w/m2,17067560
-113.34733,34.1148600000001,123,SMITH PEAK,16794163,2022/05/02 22:53:00+00,327D7540,021501,2500,SITE SITS ON LOW ROLLING HILL 2 MILES NORTHOF SMITH PEAK SMALL BRUSH AND  SAGUARO CACTUSFROM 3 TO 15 FEET HIGH,34.11486,-113.34733,AZ,Yuma,BLM,ARIZONA,COLORADO RIVER,WASHINGTON D.C.,A,.66 inches,6 mph,210 degrees ,88 deg. F,NO DATA,13 % ,13.3 volts,NO DATA,296 degrees,17 mph,793 w/m2,16794163
-112.23886,38.9792400000001,124,BLACK CEDAR,16945200,2023/05/05 10:27:00+00,323517DC,421805,6493,"SITE LOCATED ON SSW SLOPE WITH JUNIPER,PINION PINE,GRASSAND SAGE. IS APPROX 3000' FROM MTN. TOP. MTNS. TO THE S ANDN 2-3 MILES.FIRE WEATHER FORECAST ZONE: 432",38.97924,-112.23886,UT,Millard,USFS,04,FISHLAKE NF,,A,14.32 inches,3 mph,118 degrees ,36 deg. F,33 deg. F ,71 % ,12.9 volts,12.5 (unk),122 degrees,7 mph,0 w/m2,16945200
-120.49861,36.1833300000001,125,ALCALDE,19118608,2022/06/24 02:21:00+00,32A16450,044523,2728,ALCALDE Ranch.  Coalinga hills shrub and grass.  Sits at the top of a ridge.  Highly exposed location.,36.18333,-120.49861,CA,Fresno,S&PF,CALIFORNIA,CDF,Fresno-Kings Unit,A,6.36 inches,6 mph,NO DATA,86 deg. F,NO DATA,22 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19118608
